timestamp,host,process,message,severity
2025-08-16T16:15:02.630986+05:30,sai-VirtualBox,kernel,vmwgfx 0000:00:02.0: [drm] *ERROR* Please switch to a supported graphics device to avoid problems.,ERROR
2025-08-16T16:15:07.391644+05:30,sai-VirtualBox,gnome-session[1293],gnome-session-binary[1293]: WARNING: Could not check if unit gnome-session-wayland@gnome-login.target is active: Error calling StartServiceByName for org.freedesktop.systemd1: Process org.freedesktop.systemd1 exited with status 1,WARNING
2025-08-16T16:15:07.392226+05:30,sai-VirtualBox,gnome-session-binary[1293],WARNING: Could not check if unit gnome-session-wayland@gnome-login.target is active: Error calling StartServiceByName for org.freedesktop.systemd1: Process org.freedesktop.systemd1 exited with status 1,WARNING
2025-08-16T16:15:26.448804+05:30,sai-VirtualBox,gnome-session[1931],gnome-session-binary[1931]: GnomeDesktop-WARNING: Could not create transient scope for PID 2187: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-16T16:15:26.449474+05:30,sai-VirtualBox,gnome-session-binary[1931],GnomeDesktop-WARNING: Could not create transient scope for PID 2187: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-16T16:15:34.542659+05:30,sai-VirtualBox,gnome-shell[1964],DING: (gjs:2617): Gjs-WARNING **: 16:15:34.535: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-16T16:15:35.806035+05:30,sai-VirtualBox,gnome-shell[1964],DING: (gjs:2756): Gjs-WARNING **: 16:15:35.801: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-16T16:15:50.242270+05:30,sai-VirtualBox,tracker-miner-fs-3[3197],"(tracker-extract-3:3197): GLib-GIO-WARNING **: 16:15:50.240: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-16T16:25:00.584493+05:30,sai-VirtualBox,tracker-miner-fs-3[5321],"(tracker-extract-3:5321): GLib-GIO-WARNING **: 16:25:00.583: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-16T16:25:23.237740+05:30,sai-VirtualBox,tracker-miner-fs-3[5339],"(tracker-extract-3:5339): GLib-GIO-WARNING **: 16:25:23.237: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-16T16:33:54.065912+05:30,sai-VirtualBox,tracker-miner-fs-3[5507],"(tracker-extract-3:5507): GLib-GIO-WARNING **: 16:33:54.065: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-16T16:34:04.985263+05:30,sai-VirtualBox,tracker-miner-fs-3[5518],"(tracker-extract-3:5518): GLib-GIO-WARNING **: 16:34:04.984: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
